model,role,rq,condition,n,jitter_iqr_s,jitter_std_s,p_gt_0_050,p_gt_0_050_ci_low,p_gt_0_050_ci_high,p_gt_0_100,p_gt_0_100_ci_low,p_gt_0_100_ci_high,p_gt_0_200,p_gt_0_200_ci_low,p_gt_0_200_ci_high,p_gt_0_500,p_gt_0_500_ci_low,p_gt_0_500_ci_high,p_gt_1_000,p_gt_1_000_ci_low,p_gt_1_000_ci_high,availability,throughput_decisions_per_s,goodput_correct_per_s,sla_violation_rate,rq4_false_admission_rate,rq4_false_blocking_rate,request_bytes_median,response_bytes_median,input_tokens_median,output_tokens_median,energy_j_per_decision,energy_j_per_correct_decision,idle_power_w,energy_j_per_decision_above_idle,flag_low_power_samples,flag_valid_lt_50
MiniLM-Reranker,reference,RQ4,churn25,300,0.00025402079336345196,0.1484282385752636,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,1.0,82.08830996976359,,,0.7666666666666667,0.04814814814814815,262.5,41.0,0.0,0.0,,,,,,False
DistilBERT-Clf-Frozen,reference,RQ4,churn25,300,0.00025583268143236637,0.013984976450144553,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,207.1272782925862,,,0.43333333333333335,0.3,262.5,33.0,0.0,0.0,,,,,,False
DistilBERT-Clf-Retrained,reference,RQ4,churn25,300,0.0002854263875633478,0.09814141480652246,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,1.0,104.60627644029013,,,0.5666666666666667,0.21481481481481482,262.5,34.0,0.0,0.0,,,,,,False
Jev-1.13.0,main,RQ4,churn50,300,0.05667821946553886,0.045700310282454984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006666666666666667,0.0,0.016666666666666666,0.0,0.0,0.0,1.0,3.3823565492640206,3.077944459830259,0.0033333333333333335,0.3333333333333333,0.0,267.5,2624.0,2798.0,969.0,,,,,,False
DeepSeek-V4.1-Flash,main,RQ4,churn50,300,0.0581092918291688,0.0798158095776914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07333333333333333,0.043333333333333335,0.10333333333333333,0.0033333333333333335,0.0,0.01,1.0,2.464329449274696,2.357541839806126,0.0,0.1,0.0,267.5,961.0,1736.5,37.0,,,,,,False
GLM-5.3-Flash,main,RQ4,churn50,300,0.3467056043446064,1.6710490836245193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27,0.22,0.32,1.0,0.8691284332043017,0.8459516749855204,0.02,0.03333333333333333,0.0,267.5,957.0,1605.0,31.0,,,,,,False
Qwen3.8-Flash,main,RQ4,churn50,300,0.35689086513593793,0.5167219660130888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966666666666667,0.99,1.0,1.0,0.6497478979669984,0.6345871136811017,0.006666666666666667,0.06666666666666667,0.0,267.5,959.0,1619.0,41.0,,,,,,False
SemIf-Qwen3.5-4B,main,RQ4,churn50,300,1.0911375284194946e-05,0.002081311099861425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.557342154043862,0.0,1.0,1.0,0.0,267.5,127.0,nan,nan,4.64695572373867,,97.73,0.6703220181465145,False,True
Laya,main,RQ4,churn50,300,1.2260396033525467e-05,0.016765254760541897,0.9966666666666667,0.99,1.0,0.02666666666666667,0.01,0.04666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.53226640498563,2.3696248513812734,0.25333333333333335,1.0,0.003703703703703704,267.5,3143.0,nan,0.0,8.0896265253067,56.439254827721165,92.79,2.5188242506742458,False,False
Qwen3.5-4B-JSON,reference,RQ4,churn50,300,0.06827974633779377,0.0872925364563407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.05333333333333334,0.11666666666666667,1.0,1.0805410027894322,0.45742902451419293,0.03,0.36666666666666664,0.0,267.5,531.0,1617.0,35.0,161.35706783150434,381.1584279484355,107.685,61.652603110301484,False,False
MiniLM-Reranker,reference,RQ4,churn50,300,0.0002050730399787426,0.1454400573275162,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,1.0,84.86584955881102,,,0.43333333333333335,0.07407407407407407,267.5,41.0,0.0,0.0,,,,,,False
DistilBERT-Clf-Frozen,reference,RQ4,churn50,300,0.00020606303587555885,0.09660400512586068,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,1.0,109.48222006831399,,,0.26666666666666666,0.4925925925925926,267.5,22.0,0.0,0.0,,,,,,False
DistilBERT-Clf-Retrained,reference,RQ4,churn50,300,0.00018242653459310532,0.013599479405670729,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227.86144942206576,,,0.3,0.48518518518518516,267.5,22.0,0.0,0.0,,,,,,False
